0MIN_area 0MIN_circumference 0MIN_foot 0MIN_head_width 0MIN_length 0MIN_length_area_ratio 0MIN_length_width_ratio 0MIN_max_width 0MIN_max_width_location 0MIN_neck_width 0MIN_width_length_ratio 0MIN_x_m 0MIN_y_m 10_MIN_area 10_MIN_circumference 10_MIN_foot 10_MIN_head_width 10_MIN_length 10_MIN_length_area_ratio 10_MIN_length_width_ratio 10_MIN_max_width 10_MIN_max_width_location 10_MIN_neck_width 10_MIN_width_length_ratio 10_MIN_x_m 10_MIN_y_m 40_MIN_area 40_MIN_circumference 40_MIN_foot 40_MIN_head_width 40_MIN_length 40_MIN_length_area_ratio 40_MIN_length_width_ratio 40_MIN_max_width 40_MIN_max_width_location 40_MIN_neck_width 40_MIN_width_length_ratio 40_MIN_x_m 40_MIN_y_m animal_id group_id nencki_id source0 source10 source40 unique_id
1.480065648 6.9364978403 0.6894200461 0.6944684338 2.672640947 1.8057583801 3.8484700198 0.6944684338 0.2424242424 0.4446068265 0.2598435209 470.06116208 30.8837920489 1.8260624161 7.7413028415 0.5772347876 0.9037151812 3.3096249162 1.8124380016 3.6622433541 0.9037151812 0.4146341463 0.3648633747 0.2730566768 481.939546599 29.8337531486 1.3507220579 6.1949999993 0.705743956 1.1387174258 2.3877291071 1.7677427366 2.0968583189 1.1387174258 0.2962962963 0.4045822703 0.4769039429 491.57980456 43.1921824104 40 d 221 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-221-d
0.6535093976 4.4850348773 1.1622565059 0.7750903248 0.7295266212 1.1163215462 0.9412149757 1.1070134177 0.8 0.7750903248 1.0624565331 468.734693878 78.1904761905 0.8170400119 4.4604435517 0.6894200461 0.7889075968 1.2513617889 1.5315795686 1.5861956382 0.7889075968 0.5294117647 0.5493722977 0.6304392572 476.202185792 83.043715847 0.8372611993 5.9202402531 1.0427103624 0.6065531592 1.2858198288 1.5357451533 2.1198798642 0.8138264372 0.9444444444 0.5107402593 0.4717248448 490.204081633 94.1326530612 40 d 223 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-223-d
1.0157076047 4.8485837309 0.7138627319 0.7997465335 1.6525089416 1.6269534007 2.0662908463 0.7997465335 0.4545454545 0.38122769 0.483958975 NaN NaN 0.94325 4.0819595949 0.42 0.7826237921 1.4095039935 1.4943058505 1.8009981394 0.7826237921 0.3157894737 0.4427188724 0.5552476586 NaN NaN 1.0785855465 6.8175938947 1.2651578186 0.56 2.2158667152 2.0544190699 3.9569048486 0.8268910631 0.9677419355 0.4217192729 0.2527227816 NaN NaN 40 d 224 NaN NaN NaN 00-040-224-d
0.8418627933 5.1637035494 1.085118711 0.8575960342 0.9572330099 1.137041591 1.1161817123 0.8575960342 0.3333333333 0.66733719 0.8959114712 478.338541667 117.572916667 1.4610115112 5.4411601832 0.7176118266 1.0120935564 1.685550032 1.1536870306 1.6654093106 1.0120935564 0.125 0.645368112 0.6004529899 490.799382716 114.913580247 1.0700715408 6.8512258286 1.2080746956 0.5996943656 1.8434801522 1.7227634621 3.0740328042 0.8593472944 0.9230769231 0.4005135602 0.3253055721 501.512195122 127.93902439 40 d 226 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-226-d
0.4985298582 3.0354147584 0.63 0.5674755171 0.8511928108 1.7074058793 1.499963937 0.6355564651 0.5833333333 0.56 0.6666826951 464.12244898 191.826530612 0.6544961072 3.762980061 0.6703290309 0.6952912825 1.0247975352 1.5657809482 1.4739110945 0.7586791196 0.7333333333 0.5893013032 0.6784669738 471.323943662 195.612676056 0.5988297237 3.3635817393 1.3793708166 0.8745453212 0.6312147299 1.0540804921 0.7217633147 1.0592922165 0.8888888889 0.8240016485 1.3854957431 489.924137931 204.337931034 40 d 225 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-225-d
0.5357983393 3.8543890029 0.5887624297 0.7841253798 1.0265025172 1.9158374371 1.3091050789 0.7841253798 0.5714285714 0.5319645356 0.7638806205 496.169354839 198.10483871 0.9845205357 4.8568679172 0.8223138087 0.8312039461 1.4755568264 1.4987567785 1.7752043086 0.8312039461 0.4285714286 0.5772347876 0.5633154421 508 200.448598131 0.7216009703 4.4037334651 0.6173356257 0.905716968 1.354480643 1.8770493647 1.4954789308 0.905716968 0.2941176471 0.2278714755 0.6686821054 520.915662651 212.626506024 40 d 227 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-227-d
0.8297190141 3.90445211 0.6822693861 0.7138627319 1.2904288861 1.5552601112 1.8076708987 0.7435622015 0.9444444444 0.645368112 0.553198041 499.3 289.741176471 0.8638056349 3.6660800049 0.4603230006 0.8471963442 1.3554290104 1.5691365691 1.5998995036 0.8471963442 0.3157894737 0.4243944947 0.6250392589 503.230769231 289.39010989 1.0134417317 5.3221449075 0.6449277218 0.6725612446 1.7882745105 1.7645558246 2.6589021072 0.7206941099 0.7916666667 0.527950534 0.3760950797 521.458715596 305.660550459 40 d 228 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-228-d
0.6199457323 3.4562476816 1.2946399513 0.8655141784 0.7369594882 1.1887483852 0.8514701511 1.1397741912 0.9 0.8655141784 1.1744392904 511.385185185 300.666666667 0.9793217487 4.6395640921 1.3941580706 0.8988597496 0.9982205109 1.0192978071 1.110540895 1.337954885 0.9333333333 0.7506563205 0.9004621122 516.541284404 306.206422018 0.6190399515 4.0651572507 1.3369569708 0.7697973844 1.0067527001 1.6263129667 1.3078151739 0.9838221351 0.8461538462 0.7308214556 0.76463404 536.700680272 314.80952381 40 d 230 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-230-d
0.7195999162 3.6656024574 0.4745638081 0.6281880871 1.5391825735 2.1389421244 2.4501938273 0.6281880871 0.3181818182 0.42 0.4081309768 537.927631579 283.098684211 1.0796314922 4.039744511 0.6627816028 0.924440447 1.4369374291 1.3309517548 1.5543861519 0.924440447 0.3 0.782537669 0.6433407804 548.066079295 284.343612335 0.7180719084 5.3668443195 1.0637980969 0.8474628756 1.3868632175 1.9313709411 1.6364884616 0.8474628756 0.4444444444 0.2886173938 0.6110644978 558.923076923 289.043956044 40 d 232 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-232-d
0.7133586557 5.6630553471 0.7138627319 0.7124772734 1.4485318227 2.030580005 2.033091969 0.7124772734 0.35 0.4257933771 0.4918616645 514.628930818 322.421383648 1.5760736142 6.3824402986 1.0335376142 1.0369121149 2.0021902483 1.2703659463 1.9309160532 1.0369121149 0.1111111111 0.5280713479 0.5178889048 519.412280702 328.678362573 0.6535244151 3.8742280733 0.6021627687 0.7826237921 1.045547091 1.5998592659 1.3359510681 0.9081816583 0.5833333333 0.593842274 0.7485304094 539.133333333 336.24 40 d 231 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-231-d
0.3375751775 2.6759951077 0.9832628325 0.5256925498 0.6220955768 1.842835665 1.1833829053 0.6457426537 0.5555555556 0.5256925498 0.8450350225 565.088607595 909.253164557 0.5955952285 4.3988023775 1.5476183637 1.2798997392 0.7333565534 1.2313002494 0.5729796881 1.2798997392 0.5 1.2798997392 1.7452625646 576.205673759 911.460992908 0.7093420803 4.3491837628 1.2905914324 0.8663975323 0.8576228692 1.2090398877 0.9898722436 1.0776363023 0.9166666667 0.8663975323 1.0102313773 568.165644172 890.337423313 40 d 234 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-234-d
0.3501592119 3.7261524839 0.4695742753 0.5221147772 1.0367017434 2.9606582041 1.9855820763 0.5221147772 0.3333333333 0.2213594362 0.5036306542 529.82278481 360.696202532 0.5806817284 3.9074462318 0.6702374773 0.645368112 1.1234965318 1.9347888472 1.74086155 0.645368112 0.1875 0.3575970247 0.5744282192 538.796875 362.90625 0.5856181919 4.3180128119 0.6929646456 0.6260990337 1.2226648034 2.0878190265 1.9528297243 0.6260990337 0.1764705882 0.4415085102 0.5120774165 556.770992366 368.526717557 40 d 233 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-233-d
0.5699704558 3.1358598647 0.7542565238 0.645368112 1.0070968639 1.7669281866 1.560499884 0.7308214556 0.7857142857 0.645368112 0.6408202976 557.336065574 407.254098361 0.5770038396 3.1023693913 0.3789896064 0.6449021094 1.0176332186 1.7636506879 1.5779654054 0.6449021094 0.2857142857 0.4936875428 0.6337274547 567.161290323 409.814516129 0.7438494222 4.0513548081 1.1313565663 0.751732346 1.0932924013 1.4697765014 1.4543639197 1.0465803366 0.9333333333 0.6333803913 0.6875858143 585.304347826 418.447204969 40 d 235 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-235-d
0.6676763041 3.9169178252 1.0898669759 1.0806753109 0.6318201448 0.9462970918 0.5846530761 1.0806753109 0.5 1.0192153845 1.7104160413 579.350993377 377.112582781 1.031921716 4.7067502924 0.7963921223 0.9956357965 1.1606795476 1.1247748057 1.1657671929 0.9956357965 0.5625 0.8251627768 0.8578042049 589.123348018 379.211453744 0.6388587507 3.877349831 1.1219773058 0.869339627 0.694251416 1.0867056532 0.7985963075 1.0575577065 0.9 0.869339627 1.2521971247 606.455172414 387.124137931 40 d 236 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-236-d
0.7482900646 4.4658599503 0.753923073 0.8458925694 1.1192707435 1.4957712208 1.3231830896 0.8458925694 0.4375 0.6960950498 0.7557533102 603.593939394 996.084848485 0.7472659261 5.056094314 0.7062066809 0.7248255817 1.441922304 1.9295972874 1.9893369391 0.7248255817 0.2631578947 0.3266923264 0.502680054 609.538922156 1001.00598802 0.7442188547 3.7195389231 0.5047771786 0.9128665792 0.9543991449 1.2824173143 1.045496863 0.9128665792 0.2142857143 0.7974106275 0.956483023 627.548780488 1007.91463415 40 d 240 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-240-d
1.0356603606 4.9814329471 0.5370124701 0.8589938463 1.7577600366 1.6972359893 2.0463010814 0.8589938463 0.5238095238 0.5498770645 0.48868664 588.843049327 986.246636771 1.1753239207 5.9272746567 0.35 0.7260236123 2.162265004 1.8397183669 2.9782295882 0.7260236123 0.2666666667 0.4022986339 0.33576995 596.155378486 989.131474104 1.3446954932 4.5532199255 0.890748644 1.0186753362 1.528702437 1.136839117 1.5006767934 1.0186753362 0.45 0.8449130381 0.6663660053 613.922261484 996.098939929 40 d 237 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-237-d
0.5809551726 2.7795125443 0.978223177 0.729573338 0.7800182039 1.3426478336 1.069142968 0.7946003448 0.9090909091 0.69659318 0.9353286043 609.410852713 946.317829457 0.6652460597 3.5203749577 0.7919595949 0.7473954776 0.8658944356 1.301615279 1.1585492039 0.8193289938 0.9166666667 0.7069653457 0.8631484935 619.645833333 948.944444444 0.2301746328 2.0365475667 0.8992714785 0.6966270107 0.3532034871 1.5345022293 0.5070195122 0.9167576539 0.6 0.6966270107 1.9723106823 634.031746032 961.619047619 40 d 238 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-238-d
1.4391998324 5.8322048795 0.7306920062 0.8402026813 2.156178561 1.4981787188 2.5662600335 0.8402026813 0.2666666667 0.6281880871 0.3896721248 592.855218855 464.888888889 1.2472076832 6.1608273011 0.6606734812 0.7801849349 2.1674509092 1.7378428135 2.7781245346 0.7801849349 0.2258064516 0.49 0.3599550659 603.393129771 466.72519084 1.8323537319 5.6986775528 1.1812062805 0.98 2.3926673759 1.3057890156 2.4414973223 0.98 0.4117647059 0.77 0.4095847212 615.689119171 482.769430052 40 d 239 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-239-d
0.7122845514 3.8201922838 0.8978420298 1.0478197863 0.7702156213 1.0813313581 0.7350649715 1.2078658224 0.8181818182 1.0099852204 1.3604239609 618.232704403 486.452830189 0.6228078181 3.8818236695 0.7792978338 0.8674605193 0.8568610512 1.3758032997 0.9877810369 0.8674605193 0.5 0.5714616096 1.0123701131 629.817518248 487.284671533 0.4864622735 3.2616003827 0.9521029356 0.7946820659 0.7668466883 1.5763744283 0.9649729385 1.0777901768 0.9 0.6979211706 1.036298491 638.980769231 498.211538462 40 d 241 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-241-d
0.29498 2.4674912179 0.6021627687 0.6078322137 0.6249690061 2.1186826431 1.0281932941 0.7308214556 0.625 0.6078322137 0.9725797724 639.411764706 953.088235294 0.5081588235 3.2680225711 0.7365180402 0.7349509788 0.9195738445 1.8096189654 1.2512043266 0.7349509788 0.5384615385 0.5961494088 0.7992299728 649.733333333 956.566666667 0.6465906376 3.3172367155 1.0169947807 1.0598301107 0.8027402823 1.2414969157 0.7574235476 1.1122578683 0.8 0.9571763081 1.320265264 665.082191781 968.212328767 40 d 242 ControlTest_0_RGB.csv ControlTest_16_RGB.csv ControlTest_21_RGB.csv 00-040-242-d
